name,URL,parkCode,description,latitude,longitude,designation,physical address
Rocky Mountain National Park,https://www.nps.gov/romo/index.htm,romo,"Rocky Mountain National Park’s 415 square miles encompass and protect spectacular mountain environments. Enjoy Trail Ridge Road – which crests at over 12,000 feet including many overlooks to experience the subalpine and alpine worlds – along with over 300 miles of hiking trails, wildflowers, wildlife, starry nights, and fun times. In a world of superlatives, Rocky is on top!",40.3556924,-105.6972879,National Park,"1000 US Hwy 36

Estes Park, CO 80517"
Roger Williams National Memorial,https://www.nps.gov/rowi/index.htm,rowi,"Roger Williams National Memorial commemorates the life of the founder of Rhode Island and a champion of the ideal of religious freedom. Williams, banished from Massachusetts for his beliefs, founded Providence in 1636. This colony served as a refuge where all could come to worship as their conscience dictated without interference from the state.",41.8298955,-71.41056665,National Memorial,"282 North Main Street

Providence, RI 02903"
Roosevelt Campobello International Park,https://www.nps.gov/roca/index.htm,roca,"For many years, Franklin D. Roosevelt summered on Campobello Island. As an adult, he shared with his family the same active pursuits he enjoyed on the island as child. Although he visited less frequently after contracting polio, Campobello remained important to FDR. Today Roosevelt Campobello International Park serves as a memorial to FDR and a symbol of cooperation between the U.S. and Canada.",44.8736,-66.9621,International Park,"PO Box 129

Lubec, ME 04652"
Rosie the Riveter WWII Home Front National Historical Park,https://www.nps.gov/rori/index.htm,rori,"Explore and honor the efforts and sacrifices of American civilians on the World War II home front. Find out how they lived, worked and got along. Many faces, many stories, many truths weave a complex tapestry of myths and realities from this time of opportunity and loss.",37.90999027,-122.360156,National Historical Park,"1414 Harbour Way South, Suite 3000

Richmond, CA 94804"
Russell Cave National Monument,https://www.nps.gov/ruca/index.htm,ruca,"Russell Cave is an archeological site with one of the most complete records of prehistoric cultures in the Southeast. In the 1950s, archeologists uncovered a large quantity of artifacts representing over 10,000 years of use in a single place. Today, Russell Cave National Monument helps bring to light many cultural developments of phenomenal human journeys.",34.97402063,-85.81560314,National Monument,"3729 County Road 98

Bridgeport, AL 35740"
Sagamore Hill National Historic Site,https://www.nps.gov/sahi/index.htm,sahi,"Sagamore Hill was the home of Theodore Roosevelt, 26th President of the United States, from 1885 until his death in 1919. During Roosevelt's time in office, his ""Summer White House"" was the focus of international attention. Explore 83 acres of natural surroundings and historic buildings and become inspired by the legacy of one of America's most popular presidents.",40.88579128,-73.49686438,National Historic Site,"20 Sagamore Hill Road

Oyster Bay, NY 11771"
Saguaro National Park,https://www.nps.gov/sagu/index.htm,sagu,"Tucson, Arizona is home to the nation's largest cacti. The giant saguaro is the universal symbol of the American west. These majestic plants, found only in a small portion of the United States, are protected by Saguaro National Park, to the east and west of the modern city of Tucson. Here you have a chance to see these enormous cacti, silhouetted by the beauty of a magnificent desert sunset.",32.20909636,-110.7574974,National Park,"3693 S Old Spanish Trail

Tucson, AZ 85730"
Saint Croix Island International Historic Site,https://www.nps.gov/sacr/index.htm,sacr,"The winter of 1604-1605 on Saint Croix Island was a cruel one for Pierre Dugua's French expedition. Iced in by freezing temperatures and cut off from fresh water and game, 35 of 79 men died. As spring arrived and native people traded game for bread, the health of those remaining improved. Although the expedition moved on by summer, the beginning of French presence in North America had begun.",45.12858838,-67.13363651,International Historic Site,"84 Saint Croix Drive

Calais, ME 04619"
Saint Croix National Scenic Riverway,https://www.nps.gov/sacn/index.htm,sacn,"Grab your paddle and your longing for adventure and head to the St. Croix and Namekagon rivers! Together they form the St. Croix National Scenic Riverway, offering over 200 miles of clean water that glides and rushes through a forested landscape. Paddle, boat, fish, and camp among this wild and scenic beauty. Hiking and historic towns also beckon.",45.70019235,-92.36126685,National Scenic Riverway,"401 North Hamilton Street

St. Croix Falls, WI 54024"
Saint Paul's Church National Historic Site,https://www.nps.gov/sapa/index.htm,sapa,"Since 1665, Saint Paul's Church played a vital role in the colonial life of Eastchester, 20 miles north of New York City. Townspeople voted at the nearby Village Green; local militia drilled outside its doors. But the American Revolution changed everything. American, British and Hessian troops tore down the old wooden meetinghouse for firewood and used the unfinished stone chapel as a hospital.",40.89283511,-73.82577276,National Historic Site,"897 South Columbus Avenue

Mount Vernon, NY 10550"
Saint-Gaudens National Historical Park,https://www.nps.gov/saga/index.htm,saga,"Augustus Saint-Gaudens, one of America's greatest sculptors lived here seasonally starting in 1885, and year-round 1900 until his death in 1907. Experience the park grounds, where several of Saint-Gaudens bronze sculptures are on view throughout the year, & trails wind through the woods. Learn more about the park.",43.4997238,-72.37333969,National Historical Park,"139 Saint Gaudens Road

Cornish, NH 03745"
Salem Maritime National Historic Site,https://www.nps.gov/sama/index.htm,sama,"Established on March 17, 1938 as the first National Historic Site in the United States, Salem Maritime National Historic Site consists of nine acres of land and twelve historic structures along the Salem waterfront, as well as a downtown visitor center. Located in the urban setting of Salem, the park preserves and interprets over 600 years of New England's maritime history and global connections.",42.52024529,-70.88640867,National Historic Site,"Salem Armory Visitor Center
2 New Liberty Street
Salem, MA 01970"
Salinas Pueblo Missions National Monument,https://www.nps.gov/sapu/index.htm,sapu,"Tucked away in the middle of New Mexico you’ll find Salinas Pueblo Missions National Monument. Its three distinct sites offer a glimpse into a unique time in history—a time entrenched with cultural borrowing, conflict and struggles. These sites continue to stand as reminders of the Spanish and Pueblo peoples’ early encounters and prompt exploration of today’s interactions among different people.",34.35423203,-106.2050309,National Monument,"Salinas Pueblo Missions National Monument
105 South Ripley Street
Mountainair, NM 87036-0517"
Salt River Bay National Historical Park and Ecological Preserve,https://www.nps.gov/sari/index.htm,sari,Salt River Bay National Historical Park and Ecological Preserve uniquely documents the human and natural Caribbean world from the earliest indigenous settlements in the central Caribbean to their clash with seven different colonial European powers to the present day.,17.77908602,-64.75519348,National Historical Park and Ecological Preserve,"Route 75 Salt River Bay

Christiansted, VI 00820"
San Antonio Missions National Historical Park,https://www.nps.gov/saan/index.htm,saan,"Welcome to San Antonio Missions, a National Park Service site and the only UNESCO World Heritage Site in Texas. After 10,000 years, the people of South Texas were faced with drought, European diseases, and colonization. In the early 1700s, many Native people of South Texas foreswore their traditional life to become Spanish, accepting a new religion and agrarian lifestyle in hopes of survival.",29.31262089,-98.4289522,National Historical Park,"Visitor Center at Mission San José
6701 San Jose Drive
San Antonio, TX 78214"
San Francisco Maritime National Historical Park,https://www.nps.gov/safr/index.htm,safr,"Located in the Fisherman's Wharf neighborhood, San Francisco Maritime National Historical Park offers visitors the sights, sounds, smells and stories of Pacific Coast maritime history. The Park includes a magnificent fleet of historic ships, a Visitor Center, Maritime Museum, Maritime Research Center, and Aquatic Park Historic District.",37.81005871,-122.4244415,National Historical Park,"2905 Hyde Street

San Francisco, CA 94109"
San Juan Island National Historical Park,https://www.nps.gov/sajh/index.htm,sajh,"San Juan Island is well known for splendid vistas, saltwater shore, quiet woodlands, orca whales and one of the last remaining native prairies in the Puget Sound/Northern Straits region. But it was also here in 1859 that the United States and Great Britain nearly went to war over possession of the island, the crisis ignited by the death of a pig.",48.51241933,-123.0610277,National Historical Park,"4668 Cattle Point Rd.

Friday Harbor, WA 98250"
San Juan National Historic Site,https://www.nps.gov/saju/index.htm,saju,San Juan National Historic Site preserves stories of great ambition and aspirations. Countries fought for control of this tiny yet strategic island for centuries. Generations of soldiers have lived and worked within the forts. Visitors today are as inspired by these stories as they are by the beauty of the architecture and the ingenuity of design and engineering of this World Heritage Site.,18.46873857,-66.11848623,National Historic Site,"501 Norzagaray Street
Castillo San Cristobal
San Juan, PR 00901"
Sand Creek Massacre National Historic Site,https://www.nps.gov/sand/index.htm,sand,"The Sand Creek Massacre: profound, symbolic, spiritual, controversial, a site unlike any other in America. As 675 cavalrymen came around a prairie bend, the camps of Chiefs Black Kettle, White Antelope, and Left Hand lay in the valley before them. Chaotic, horrific, tumultuous, and bloody, the events of November 29, 1864 changed the course of history.",38.56414189,-102.5169542,National Historic Site,"1301 Maine Street

Eads, CO 81036"
Santa Fe National Historic Trail,https://www.nps.gov/safe/index.htm,safe,"You can almost hear the whoops and cries of ""All's set!"" as trail hands hitched their oxen to freight wagons carrying cargo between western Missouri and Santa Fe, New Mexico. Follow the Santa Fe National Historic Trail through five states and you'll find adventure and evidence of past travelers who made this remarkable trip before you!",37.7276522225604,-99.9219692270385,National Historic Trail,"National Trails Office Regions 6|7|8
Santa Fe National Historic Trail
Santa Fe, NM 87505"
Santa Monica Mountains National Recreation Area,https://www.nps.gov/samo/index.htm,samo,"The Santa Monica Mountains offer easy access to surprisingly wild places. Experience the famous beaches of Malibu or explore more than 500 miles of trails. The park abounds with historical and cultural sites, from old movie ranches to Native American centers. What will you and your family discover?",34.09777606,-118.7708619,National Recreation Area,"26876 Mulholland Highway

Calabasas, CA 91302"
Saratoga National Historical Park,https://www.nps.gov/sara/index.htm,sara,"Here, in 1777, during the American War for Independence, American troops battled and beat a British invasion force, marking the first time in world history that a British Army ever surrendered. This crucial victory secured essential foreign recognition and support, instigated world-wide wars, affirmed United States independence, and changed the face of the world.",42.99522612,-73.63386108,National Historical Park,"648 Route 32

Stillwater, NY 12170"
Saugus Iron Works National Historic Site,https://www.nps.gov/sair/index.htm,sair,"In the 1600's, on the banks of the Saugus River, something extraordinary happened! Explore the place where European iron makers brought their special skills to a young Massachusetts colony. Saugus Iron Works is a twelve-acre National Historic Site that includes working waterwheels, forges, mills, a historic 17th century home, and a lush river basin.",42.46830664,-71.0076953,National Historic Site,"244 Central St

Saugus, MA 01906"
Scotts Bluff National Monument,https://www.nps.gov/scbl/index.htm,scbl,"Towering 800 feet above the North Platte River, Scotts Bluff has served as a landmark for peoples from Native Americans to emigrants on the Oregon, California and Mormon Trails to modern travelers. Rich with geological and paleontological history as well as human history, there is much to discover while exploring the 3,000 acres of Scotts Bluff National Monument.",41.83464193,-103.7071351,National Monument,"190276 Old Oregon Trail

Gering, NE 69341"
Selma To Montgomery National Historic Trail,https://www.nps.gov/semo/index.htm,semo,"‏‏‎Established by Congress in 1996, the Selma to Montgomery National Historic Trail commemorates the people, events, and route of the 1965 Voting Rights March in Alabama. Led by Dr. Martin Luther King Jr., Black and White non-violent supporters fought for the right to vote in Central Alabama. Today, you can connect with this history and trace the events of these marches along the 54-mile trail. ‏",32.27082092,-86.72823702,National Historic Trail,"7002 U.S. Highway 80 West
P.O. Box 595
White Hall, AL 36040"
Sequoia & Kings Canyon National Parks,https://www.nps.gov/seki/index.htm,seki,"Huge mountains, rugged foothills, deep canyons, vast caverns, and the world’s largest trees exemplify the diversity of landscapes, life, and beauty here. Explore these pages to learn about the plants and animals here and the threats they face. Our ancient giant sequoias may seem invincible, but they, too are vulnerable.",36.71277299,-118.587429,National Parks,"47050 Generals Highway

Three Rivers, CA 93271"
Shenandoah National Park,https://www.nps.gov/shen/index.htm,shen,"Just 75 miles from the bustle of Washington, D.C., Shenandoah National Park is a land bursting with cascading waterfalls, spectacular vistas, fields of wildflowers, and quiet wooded hollows. With over 200,000 acres of protected lands that are haven to deer, songbirds, and black bear, there's so much to explore...and your journey begins right here!",38.49236644,-78.46907715,National Park,"Shenandoah National Park
3655 U.S. Highway 211 East
Luray, VA 22835"
Shiloh National Military Park,https://www.nps.gov/shil/index.htm,shil,"Visit the sites of the most epic struggle in the Western Theater of the Civil War. Nearly 110,000 American troops clashed in a bloody contest that resulted in 23,746 casualties; more casualties than in all of America's previous wars combined. Explore both the Shiloh and Corinth battlefields to discover the impact of this struggle on the soldiers and on the nation.",35.13850907,-88.3421072,National Military Park,"1055 Pittsburg Landing Road

Shiloh, TN 38376"
Sitka National Historical Park,https://www.nps.gov/sitk/index.htm,sitk,"On an island amid towering spruce and hemlock, Sitka National Historical Park preserves the site of a battle between invading Russian traders and indigenous Kiks.ádi Tlingit. Totem poles from Tlingit and Haida areas line the park’s scenic coastal trail, and the restored Russian Bishop’s House is a rare reminder of Russia’s colonial legacy in North America.",57.04718173,-135.3156876,National Historical Park,"103 Monastery St.

Sitka, AK 99835"
Sleeping Bear Dunes National Lakeshore,https://www.nps.gov/slbe/index.htm,slbe,"Miles of sand beach, bluffs that tower 450’ above Lake Michigan, lush forests, clear inland lakes, unique flora and fauna make up the natural world of Sleeping Bear Dunes. High dunes afford spectacular views across the lake. An island lighthouse, US Life-Saving Service stations, coastal villages, and picturesque farmsteads reflect the park’s rich maritime, agricultural, and recreational history.",44.92844962,-86.02706591,National Lakeshore,"9922 Front Street

Empire, MI 49630"
Springfield Armory National Historic Site,https://www.nps.gov/spar/index.htm,spar,"For nearly two centuries, the US Armed Forces and American industry looked to Springfield Armory for innovative engineering and superior firearms. Springfield Armory National Historic Site commemorates the critical role of the nation’s first armory by preserving and interpreting the world's largest historic US military small arms collection, along with historic archives, buildings, and landscapes.",42.1086368,-72.57967415,National Historic Site,"Springfield Armory National Historic Site
One Armory Square
Springfield, MA 01105"
Star-Spangled Banner National Historic Trail,https://www.nps.gov/stsp/index.htm,stsp,"For three years the young United States was embroiled in the War of 1812 and the Chesapeake Bay region felt the brunt of it, choked by shipping blockades and ravaged by enemy raids. Through sites and landscapes in Virginia, the District of Columbia, and Maryland, the Trail tells the stories of the events, people, and places that led to the birth of the U.S. national anthem.",39.2872505188,-76.6034317017,National Historic Trail,"2400 East Fort Avenue

Baltimore, MD 21230"
Statue Of Liberty National Monument,https://www.nps.gov/stli/index.htm,stli,"""The Statue of Liberty Enlightening the World"" was a gift of friendship from the people of France to the United States and is recognized as a universal symbol of freedom and democracy. The Statue of Liberty was dedicated on October 28, 1886. It was designated as a National Monument in 1924. Employees of the National Park Service have been caring for the colossal copper statue since 1933.",40.6898,-74.0451,National Monument,"Liberty Island

New York, NY 10004"
Ste. Geneviève National Historical Park,https://www.nps.gov/stge/index.htm,stge,"Established by 1750, Ste. Geneviève was the first permanent European settlement in Missouri. Early French Canadian settlers were drawn here by the rich agricultural land known as Le Grand Champ (the Big Field). After the flood of 1785, the town relocated to its present location on higher ground approximately three miles to the northwest of its original site.",37.9792171421179,-90.0432157516479,National Historical Park,"Ste. Genevieve National Historical Park
99 South Main Street
Ste. Genevieve, MO 63670"
Steamtown National Historic Site,https://www.nps.gov/stea/index.htm,stea,"You'd feel heat from the firebox, smell hot steam and oil; you'd hear the whistle, feel the ground vibrate, and watch as one-ton drive rods turned steel wheels. Remember the sound of ""chuff-chuff"" from the smokestack? Today, you can learn the history of steam railroad transportation, and the people who built, repaired and rode, as we work to preserve a special era in America's industrial history!",41.40757521,-75.67037255,National Historic Site,"350 Cliff Street

Scranton, PA 18503"
Stones River National Battlefield,https://www.nps.gov/stri/index.htm,stri,"The Battle of Stones River began on the last day of 1862 and was one of the bloodiest conflicts of the Civil War. The battle produced important military and political gains for the Union, and it changed forever the people who lived and fought here.",35.87608652,-86.43078399,National Battlefield,"1563 North Thompson Lane

Murfreesboro, TN 37129"
Sunset Crater Volcano National Monument,https://www.nps.gov/sucr/index.htm,sucr,"The cinder cone volcano's rim is the dusky red of sunset, but the crater is only part of the story. Around 1085 the ground began to shake, and lava spewed high into the air. When the eruption finished, it had changed both the landscape and the people who lived here. Today, it teaches how nature and humankind affect each other—and how rebirth and renewal happen in the wake of disaster.",35.37114323,-111.510376,National Monument,"6082 Sunset Crater Road

Flagstaff, AZ 86004"
Tallgrass Prairie National Preserve,https://www.nps.gov/tapr/index.htm,tapr,"Tallgrass prairie once covered 170 million acres of North America, but within a generation most of it had been transformed into farmland. Today less than 4% remains intact, mostly in the Kansas Flint Hills. Established on November 12, 1996, the preserve protects a nationally significant remnant of the once vast tallgrass prairie ecosystem. Here the tallgrass makes its last stand.",38.44023613,-96.5670822,National Preserve,"2480B KS Hwy 177

Strong City, KS 66869"
Thaddeus Kosciuszko National Memorial,https://www.nps.gov/thko/index.htm,thko,Visit the house where wounded Polish freedom fighter Thaddeus Kosciuszko lived and hear how this brilliant military engineer designed successful fortifications during the American Revolution. See the room where he received notable visitors such as Chief Little Turtle and Thomas Jefferson.,39.94345312,-75.14732045,National Memorial,"3rd and Pine Streets

Philadelphia, PA 19106"
Theodore Roosevelt Birthplace National Historic Site,https://www.nps.gov/thrb/index.htm,thrb,"This is the boyhood home of the first U.S. president to be born in New York City. Raised in a townhouse at 28 E. 20th St., Theodore Roosevelt would grow up to be our 26th President and become immortalized on Mount Rushmore. However, he started life as a sickly yet bright boy who exercised to improve his health and began a lifelong passion for the ""strenuous life.""",40.7386469,-73.98903703,National Historic Site,"28 East 20th Street

New York, NY 10003"
Theodore Roosevelt Inaugural National Historic Site,https://www.nps.gov/thri/index.htm,thri,"As president, Theodore Roosevelt created protections for ordinary citizens, began regulation of big business, and made the US a major force in international affairs. Yet one of the most important presidencies in America's history nearly didn't happen. See the place where a brief, emotional, and improvised ceremony in Buffalo, NY brought TR into office, and forever altered the nation.",42.90146781,-78.87248411,National Historic Site,"Theodore Roosevelt Inaugural Site
641 Delaware Avenue
Buffalo, NY 14202"
Theodore Roosevelt Island,https://www.nps.gov/this/index.htm,this,"In the 1930s, landscape architects transformed Mason’s Island from neglected, overgrown farmland into Theodore Roosevelt Island, a memorial to America’s 26th president. They conceived a “real forest” designed to mimic the natural forest that once covered the island. Today miles of trails through wooded uplands and swampy bottomlands honor the legacy of a great outdoorsman and conservationist.",38.89584162,-77.06241918,,"George Washington Memorial Parkway
northbound lanes between Roosevelt Bridge and Key Bridge
Arlington, VA 22209"
Theodore Roosevelt National Park,https://www.nps.gov/thro/index.htm,thro,"When Theodore Roosevelt came to Dakota Territory to hunt bison in 1883, he was a skinny, young, spectacled dude from New York. He could not have imagined how his adventure in this remote and unfamiliar place would forever alter the course of the nation. The rugged landscape and strenuous life that TR experienced here would help shape a conservation policy that we still benefit from today.",47.17777274,-103.4300083,National Park,"315 Second Avenue

Medora, ND 58645"
Thomas Cole National Historic Site,https://www.nps.gov/thco/index.htm,thco,"In 1825, America was still a new nation, just forming its own unique identity and traditions. Thomas Cole invented a new style of art, one that Americans could call their own. His landscape paintings launched the art movement known as the Hudson River School. His groundbreaking achievements took place here in Catskill, New York -- in the ""peaceful shades"" of his beloved home, Cedar Grove.",42.22570607,-73.86154864,National Historic Site,"218 Spring Street

Catskill, NY 12414"
Thomas Edison National Historical Park,https://www.nps.gov/edis/index.htm,edis,"Thomas Edison’s home and laboratory are a step back in time, when machines were run by belts and pulleys and music was played on phonographs. Where to the uninformed passerby, the buildings betray little evidence of the industries they once started. Discover where America’s greatest inventor changed our world forever.",40.78549896,-74.23821139,National Historical Park,"211 Main Street

West Orange, NJ 07052"
Thomas Jefferson Memorial,https://www.nps.gov/thje/index.htm,thje,"Author of the Declaration of Independence, statesman and visionary for the founding of a nation.",38.88101431,-77.03632572,,"16 East Basin Drive, SW

Washington, DC 200024"
Thomas Stone National Historic Site,https://www.nps.gov/thst/index.htm,thst,"Choosing revolution, as Thomas Stone and many others eventually did, was not an easy or inevitable decision for most American colonists. The outcome of a war with England was far from certain and regardless of who won, the lives of the colonists would never be the same. With safety, security, family and fortune at stake, courage and personal sacrifice were tested no matter what side was chosen.",38.52934443,-77.037813,National Historic Site,"6655 Rose Hill Road

Port Tobacco, MD 20677"
Timpanogos Cave National Monument,https://www.nps.gov/tica/index.htm,tica,Hike your way past stunning vistas to explore a hidden underground world. Taste the thrill of caving as you twist and bend to enter beautifully decorated rooms. Learn the science behind formations and hear stories of cave exploration and preservation. Experience and discover as you go – geologic mysteries await.,40.44039719,-111.7093944,National Monument,"2038 W. Alpine Loop Road

American Fork, UT 84003"
Timucuan Ecological & Historic Preserve,https://www.nps.gov/timu/index.htm,timu,"Visit one of the last unspoiled coastal wetlands on the Atlantic Coast. Discover 6,000 years of human history and experience the beauty of salt marshes, coastal dunes, and hardwood hammocks. The Timucuan Preserve includes Fort Caroline and Kingsley Plantation.",30.47251894,-81.49950104,Ecological & Historic Preserve,"12713 Fort Caroline Road

Jacksonville, FL 32225"
Tonto National Monument,https://www.nps.gov/tont/index.htm,tont,"The Salado Phenomena, 700 years ago, blended ideas of neighboring Native American cultures to emerge a unique and vibrant society. Tonto National Monument showcases two Salado-style cliff dwellings. Colorful pottery, woven cotton cloth, and other artifacts tell a story of people living and using resources from the northern Sonoran Desert from 1250 to 1450 CE.",33.64842945,-111.1135627,National Monument,"26260 N AZ Hwy 188 Lot 2

Roosevelt, AZ 85545"
Touro Synagogue National Historic Site,https://www.nps.gov/tosy/index.htm,tosy,"Touro Synagogue, a building of exquisite beauty and design, steeped in history and ideals, and one of the most historically significant Jewish buildings in America, was designated a National Historic Site in 1946. Dedicated in 1763, it still serves an active congregation and each year greets over 30,000 visitors who come to see the magnificent interior and hear its remarkable story.",41.4893,-71.3121,National Historic Site,"85 Touro Street

Newport, RI 02840"
Trail Of Tears National Historic Trail,https://www.nps.gov/trte/index.htm,trte,"Remember and commemorate the survival of the Cherokee people, forcefully removed from their homelands in Georgia, Alabama, and Tennessee to live in Indian Territory, now Oklahoma. They traveled by foot, horse, wagon, or steamboat in 1838-1839.",36.0530021046485,-89.6761041963142,National Historic Trail,"National Trails Office Regions 6|7|8
Trail of Tears National Historic Trail
Santa Fe, NM 87505"
Tule Lake National Monument,https://www.nps.gov/tule/index.htm,tule,"The Tule Lake National Monument includes both the the Tule Lake Segregation Center, the largest and most controversial of the sites where Japanese Americans were incarcerated during World War II, and Camp Tulelake, which was first a Civilian Conservation Corps camp, then an additional facility to detain Japanese Americans, and finally a prisoner of war camp.",41.88727902,-121.3744818,National Monument,"800 Main St

Tuelake, CA 96134"
Tule Springs Fossil Beds National Monument,https://www.nps.gov/tusk/index.htm,tusk,"Mammoths, lions and camels once roamed along wetlands just north of what is now known as Las Vegas, Nevada. Their history is preserved at Tule Springs Fossil Beds National Monument and is ready to be discovered.",36.3893217,-115.3202223,National Monument,"Tule Springs Fossil Beds National Monument
16001 Corn Creek Rd
Las Vegas, NV 89166"
Tumacácori National Historical Park,https://www.nps.gov/tuma/index.htm,tuma,"Tumacácori sits at a cultural crossroads in the Santa Cruz River valley. Here O’odham, Yaqui, and Apache people met and mingled with European Jesuit and Franciscan missionaries, settlers, and soldiers, sometimes in conflict and sometimes in cooperation. Follow the timeworn paths and discover stories that connect us to enduring relationships, vibrant cultures, and traditions of long ago.",31.567824,-111.051223,National Historical Park,"1895 E Frontage Road

Tumacacori, AZ 85640"
Tupelo National Battlefield,https://www.nps.gov/tupe/index.htm,tupe,"In July, 1864, Union forces, including men from the United States Colored Troops, marched into Tupelo, Mississippi. Disorganized Confederate soldiers fought fiercely but could not overpower the federal troops. Neither side could claim a clear victory, but Union troops had succeeded in their main goal: keeping the Confederates away from Union railroads in Tennessee.",34.25557705,-88.73708623,National Battlefield,"2083 Main St

Tupelo, MS 38801"
Tuskegee Airmen National Historic Site,https://www.nps.gov/tuai/index.htm,tuai,"Before the first African American military pilots became known as the ""Red Tails"" they wore striped tails as they began their flight training in the Army's PT-17 Stearman bi-plane. Their flying adventure started at Moton Field, in Tuskegee, Alabama, where the Army Air Corps conducted a military test to determine if African Americans could be trained to fly combat aircraft.",32.45538671,-85.67983321,National Historic Site,"1616 Chappie James Ave.

Tuskegee, AL 36083"
Tuskegee Institute National Historic Site,https://www.nps.gov/tuin/index.htm,tuin,"In 1881, Booker T. Washington arrived in Alabama and started building Tuskegee Institute both in reputation and literally brick by brick. He recruited the best and the brightest to come and teach here including George Washington Carver who arrived in 1896. Carver’s innovations in agriculture, especially with peanuts, expanded Tuskegee’s standing throughout the country. The story continues….",32.42962115,-85.70488498,National Historic Site,"1212 West Montgomery Road

Tuskegee Institute, AL 36088"
Tuzigoot National Monument,https://www.nps.gov/tuzi/index.htm,tuzi,"Water flows under and through this landscape, feeding the growth of people and towns. The Verde Valley is watered by snowmelt, summer monsoons, and springs that well up from the ancient sedimentary rocks. In the heart of the valley, a thousand years ago, people began to build a little hilltop pueblo that would grow into one of the largest villages in the area.",34.77296377,-112.0279069,National Monument,"25 Tuzigoot Rd

Clarkdale, AZ 86324"
Ulysses S Grant National Historic Site,https://www.nps.gov/ulsg/index.htm,ulsg,"Ulysses S. Grant is known as the victorious Civil War general who saved the Union and the 18th President of the United States. He first met Julia Dent, his future wife, at her family home, named White Haven. From 1854 to 1859 the Dents, Grants and an enslaved African-American workforce lived on the property.",38.55182374,-90.35169255,National Historic Site,"7400 Grant Road

St. Louis, MO 63123"
Upper Delaware Scenic & Recreational River,https://www.nps.gov/upde/index.htm,upde,"Canoe through rapids and quiet pools as the Delaware River winds its way through a valley of swiftly changing scenery or fish amid rolling hills and riverfront villages in one of the finest fishing rivers in the northeastern United States. The clean water of the Delaware, the last major undammed river in the eastern United States, supports a healthy ecosystem and offers tranquility and excitement.",41.66172578,-75.03861562,Scenic & Recreational River,"274 River Road

Beach Lake, PA 18405"
Valles Caldera National Preserve,https://www.nps.gov/vall/index.htm,vall,"About 1.25 million years ago, a spectacular volcanic eruption created the 13-mile wide circular depression now known as the Valles Caldera. The preserve is known for its huge mountain meadows, abundant wildlife, and meandering streams. The area also preserves the homeland of ancestral native peoples and embraces a rich ranching history.",35.91682872,-106.5195724,National Preserve,"39201 New Mexico Highway 4

Jemez Springs, NM 87025"
Valley Forge National Historical Park,https://www.nps.gov/vafo/index.htm,vafo,"Valley Forge is the encampment site of the Continental Army during the winter of 1777-1778. The park features 3,500 acres of monuments, meadows, and woodlands commemorating the sacrifices and perseverance of the Revolutionary War generation and honoring the power of people to pull together and overcome adversity during extraordinary times.",40.10054985,-75.44581889,National Historical Park,"1400 North Outer Line Drive

King of Prussia, PA 19406"
Vanderbilt Mansion National Historic Site,https://www.nps.gov/vama/index.htm,vama,Built by of one of the first families of wealth in America. Designed by one of the nation's preeminent architects. The Vanderbilt Mansion is a home built expressly for the aristocratic lifestyle.,41.79697937,-73.94205557,National Historic Site,"81 Vanderbilt Park Road

Hyde Park, NY 12538"
Vicksburg National Military Park,https://www.nps.gov/vick/index.htm,vick,"To Confederate President Jefferson Davis, Vicksburg was the ""nailhead that holds the South's two halves together."" President Abraham Lincoln remarked ""Vicksburg is the key"" to victory, and could be the north's lifeline into the south. As the federals closed in on the Fortress City, they were met by a ring of forts with over 170 cannon. The resulting battle would determine the war's outcome.",32.3621286,-90.85030186,National Military Park,"3201 Clay Street

Vicksburg, MS 39183"
Vietnam Veterans Memorial,https://www.nps.gov/vive/index.htm,vive,"Honoring the men and women who served in the controversial Vietnam War, the Vietnam Veterans Memorial chronologically lists the names of 58,318 Americans who gave their lives in service to their country.",38.89096297,-77.04765735,Memorial,"5 Henry Bacon Drive NW

Washington, DC 20002"
Virgin Islands Coral Reef National Monument,https://www.nps.gov/vicr/index.htm,vicr,Virgin Islands Coral Reef National Monument includes federal submerged lands within the 3-mile belt off the island of St. John. These waters support a diverse and complex system of coral reefs and other ecosystems such as shoreline mangrove forests and seagrass beds.,18.28996918,-64.70683395,National Monument,"Hurrican Hole

St. John, VI 00830"
Virgin Islands National Park,https://www.nps.gov/viis/index.htm,viis,"Go beyond Virgin Islands National Park's stunning white-sand beaches. Hike to historic plantation sites to learn about a challenging past when sugar and enslaved labor dominated life on the island. Visit the Indigenous Taino's ancient petroglyphs. Snorkel coral reefs to discover hidden marine life. Two-thirds of the island of St. John is national park, making it a unique destination for visitors.",18.34279656,-64.74194451,National Park,"1300 Cruz Bay Creek

St. John, VI 00830"
Voyageurs National Park,https://www.nps.gov/voya/index.htm,voya,"With 218,055 acres, Voyageurs National Park is an adventure wonderland all year long full of exposed rock ridges, cliffs, wetlands, forests, streams and lakes. This is a place of transition between land and aquatic ecosystems, between southern boreal and northern hardwood forests, and between wild and developed areas. Whether you are exploring by land, water or ice there is something for everyone.",48.48370609,-92.8382913,National Park,"Voyageurs National Park Headquarters
360 Hwy 11 East
International Falls, MN 56649"
